draw,beta_binance_to_okx,beta_okx_to_binance,beta_difference_bo_minus_ob
148,-0.021985477784241186,-0.039527669069417334,0.01754219128517615
149,-0.01859736025173275,-0.038657164405991304,0.020059804154258554
150,-0.006058753509679573,-0.024541855801186924,0.01848310229150735
151,0.0043725735171457475,-0.04967156091890111,0.05404413443604686
152,-0.02592506878022531,-0.04465621765631685,0.018731148876091543
153,-0.013067963832601519,-0.041910966825869415,0.028843002993267898
154,-0.007981944407085063,-0.048308210144444426,0.04032626573735936
155,-0.010850444385557217,-0.03842835419157315,0.027577909806015932
156,-0.006825799743416231,-0.047446616266663154,0.04062081652324692
157,-0.006181702570926836,-0.034943065097678645,0.028761362526751807
158,-0.006831870256292897,-0.0213547442282651,0.014522873971972203
159,-0.016236649012900103,-0.0408412609405225,0.024604611927622394
160,-0.017893469753057403,-0.02848730718101645,0.010593837427959045
161,-0.019747989624111596,-0.03139729524040564,0.011649305616294042
162,-0.018529246069231536,-0.04357653548788814,0.025047289418656603
163,-0.009594493619505165,-0.036914971105508954,0.02732047748600379
164,-0.0070078805278305616,-0.04136031599804107,0.03435243547021051
165,-0.017904337474862753,-0.03199186805758384,0.014087530582721088
166,-0.021840576877364935,-0.04129162429159722,0.019451047414232283
167,-0.0026638421839463304,-0.020894793308783476,0.018230951124837146
168,-0.011521612028035005,-0.03744893387271468,0.025927321844679677
169,-0.006561608477133081,-0.048370699113864546,0.041809090636731466
170,-0.007382139328382362,-0.03834555019565068,0.03096341086726832
171,-0.01385375805823368,-0.03234646964574636,0.01849271158751268
172,-0.007667008943205521,-0.04486222756711481,0.03719521862390929
173,-0.007859045426525687,-0.026854659994783127,0.018995614568257442
174,-0.022831658533483904,-0.02618869805993045,0.0033570395264465452
175,-0.013116505326482682,-0.043678785059955545,0.030562279733472864
176,-0.014432042772521907,-0.026095306402936072,0.011663263630414165
177,-0.004020979719966745,-0.04233965859779404,0.03831867887782729
178,-0.01719018991095919,-0.04345144729021571,0.026261257379256518
179,0.002738548523387365,-0.044509728110087896,0.047248276633475264
180,-0.022127994732261572,-0.036595981411349864,0.014467986679088291
181,-0.015447167774325461,-0.03585604623608299,0.020408878461757526
182,-0.009865810228460052,-0.04295986346155278,0.03309405323309273
183,-0.019967967620590117,-0.0342879727273448,0.014320005106754685
